,Gender,Age,Tenure,Saving_Amount,Current_Amount,Time_Deposits_Amount,Funds_Amount,Stocks_Amount,Bank_Assurance_Amount,Life_Assurance_Amount,Business_Loan_Amount,Home_Loan_Amount,Consumer_Loan_Amount,Branch_Transactions,ATM_Transactions,Phone_Transactions,Internet_Transactions,Standing_Orders,New_Credit_Card_Flag
7536,M,31,81,0.0,334.885714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,0,0,0,0
7537,F,54,81,768.184286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7538,M,88,81,281.997143,0.0,32496.518571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
7539,M,67,81,14934.895714,0.0,21426.44,962.844286,10348.211429,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0
7540,M,70,81,9962.071429,0.0,0.0,9103.921429,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7541,M,45,81,8.981429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1639.101429,2,0,0,0,0,0
7542,M,63,81,172.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7543,M,30,81,41123.422857,275.915714,36151.442857,0.0,6626.275714,0.0,0.0,0.0,0.0,0.0,119,0,0,0,0,0
7544,F,62,81,4348.394286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7545,M,58,81,2.35,31.471429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.105714,6,9,0,0,0,0
7546,F,64,81,6468.828571,124.985714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0
7547,M,32,81,2940.318571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,1
7548,M,47,81,1299.358571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7549,M,64,81,86.612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7550,M,50,81,0.0,8.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,0,0,0
7551,M,50,81,97.891429,0.0,0.0,0.0,0.0,681.331429,0.0,0.0,43722.662857,0.0,4,0,0,0,0,0
7552,M,45,81,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7553,F,32,81,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7554,M,45,81,7269.662857,170.067143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,35,0,0,0,0
7555,M,55,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.155714,0,2,0,0,0,1
7556,F,68,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.597143,0,0,0,0,0,0
7557,M,57,81,515.721429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0
7558,M,65,81,584.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
7559,M,78,81,540.34,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7560,M,40,81,191.434286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7561,M,32,81,0.0,3.862857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7562,F,28,81,0.0,0.0,0.0,0.0,59.425714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7563,M,50,81,0.0,0.0,46731.428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7564,F,68,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.727143,0,7,0,0,0,0
7565,M,33,81,1.708571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7566,M,45,81,6.034286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7567,F,38,81,6861.307143,0.0,0.0,0.0,4607.504286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7568,F,55,81,1111.545714,0.0,8889.731429,0.0,6673.801429,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0
7569,M,28,81,20.897143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7570,F,59,81,313.788571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7571,M,57,81,11320.35,4298.157143,47529.532857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0
7572,F,45,81,5.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9773.15,0,0,0,0,0,0
7573,F,63,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.955714,4,0,0,0,0,0
7574,F,43,81,0.0,86.108571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,0,0
7575,M,42,81,8.532857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
7576,M,47,81,9.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7577,M,48,81,48.086667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5086.583333,0,0,0,0,0,0
7578,M,45,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.22,0,0,0,0,0,0
7579,F,41,81,35.642857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23,0,0,0,0
7580,F,84,81,5650.048571,0.0,0.0,15212.262857,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7581,F,42,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,1
7582,F,77,81,47.531429,0.0,0.0,13986.868571,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7583,F,66,81,2552.622857,0.0,5001.131429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
7584,F,52,81,78.718571,0.0,0.0,1512.534286,1224.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7585,M,83,81,487.828571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7586,M,48,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.76,0,0,0,0,0,0
7587,F,44,81,791.835714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7588,F,75,81,2675.736667,0.0,55502.366667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7589,F,43,81,1651.937143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26056.082857,0.0,11,0,0,0,0,0
7590,M,47,81,5286.914286,0.0,0.0,5494.744286,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,0,0,0
7591,F,55,81,1705.535714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7592,M,58,81,9779.384286,3043.957143,5785.714286,7019.258571,0.0,0.0,0.0,0.0,0.0,0.0,29,0,0,0,0,0
7593,F,74,81,356.695714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7594,M,40,81,2178.785714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297432.984286,0.0,5,2,0,0,0,0
7595,M,65,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7596,M,38,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.89,7,3,0,0,0,1
7597,F,44,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.772857,0,0,0,0,0,0
7598,M,32,81,93.891429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
7599,F,53,81,82.841429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.082857,12,0,0,0,0,0
7600,M,37,81,2.088571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0
7601,M,40,81,0.0,0.0,0.0,0.0,1901.14,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7602,M,37,81,0.0,144.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
7603,M,50,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.12,4,0,0,0,0,0
7604,M,78,81,2972.648571,0.0,17275.345714,10188.471429,13630.385714,0.0,0.0,0.0,0.0,0.0,6,3,0,0,0,0
7605,M,41,81,60.514286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7606,F,58,81,0.0,0.0,0.0,0.0,13015.37,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7607,M,65,81,315.781429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2273.614286,4,0,0,0,5,0
7608,M,67,81,586.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0
7609,M,70,81,331.02,0.0,0.0,3617.77,22002.954286,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
7610,M,42,81,6125.364286,0.0,5101.878571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7611,M,38,81,0.0,4.255714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7612,M,58,81,3949.764286,684.072857,0.0,0.0,0.0,0.0,0.0,7096.672857,0.0,564.477143,12,0,0,0,0,0
7613,F,38,81,30859.078571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19200.177143,0.0,2,0,0,0,0,0
7614,M,59,81,100.948571,0.0,0.0,2041.74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7615,F,67,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345.411429,12,0,0,0,0,1
7616,M,80,81,0.0,0.0,62719.864286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7617,M,36,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823.694286,2,0,0,0,0,0
7618,F,35,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.745714,0,0,0,0,0,0
7619,M,75,81,1921.672857,0.0,0.0,20168.677143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7620,M,63,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.634286,4,1,0,0,0,0
7621,M,47,81,9359.791429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1
7622,M,60,81,0.0,0.0,0.0,0.0,0.0,0.0,103.33,0.0,0.0,12681.99,7,0,0,0,1,0
7623,F,55,81,27.165714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4462.862857,1,1,0,0,0,0
7624,M,56,81,0.0,700.902857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19,0,0,0,0
7625,M,34,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.948571,0,7,0,0,0,0
7626,M,64,81,18.294286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.947143,0,6,0,0,0,0
7627,M,64,81,0.468571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7628,F,36,81,20.394286,11.057143,0.0,0.0,691.748571,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0
7629,M,50,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.685714,2,0,0,0,0,0
7630,M,53,81,777.115714,0.0,0.0,0.0,88.43,0.0,0.0,0.0,0.0,5907.228571,6,0,0,0,0,0
7631,F,32,81,18798.368571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
7632,M,37,81,95.977143,0.0,0.0,0.0,0.0,0.0,0.0,4654.677143,0.0,0.0,0,0,0,0,0,0
7633,M,34,81,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7634,F,65,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5369.658571,3,3,0,0,0,0
7635,M,38,81,7045.677143,0.0,10836.115714,67250.311429,1554.508571,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,1
7636,M,36,81,2672.462857,263.038571,0.0,0.0,2809.282857,0.0,0.0,0.0,0.0,0.0,6,1,0,0,0,0
7637,F,27,81,84.292857,0.898571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
7638,F,71,81,0.0,0.0,0.0,0.0,597.121429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7639,F,24,81,869.628571,0.0,0.0,0.0,921.355714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7640,M,53,81,7240.767143,110.611429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0
7641,F,70,81,19641.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7642,M,52,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.815714,1,0,0,0,0,0
7643,F,26,81,514.434286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7644,M,25,81,1398.392857,0.0,0.0,0.0,368.441429,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7645,M,44,81,3047.908571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7646,M,77,81,251.214286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0
7647,M,58,81,97.741429,0.0,0.0,0.0,0.0,34.971429,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7648,M,64,81,61.678571,0.0,0.0,0.0,0.0,18.742857,0.0,0.0,0.0,7631.385714,3,0,0,0,0,0
7649,M,38,81,0.0,30.971429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.425714,4,9,0,0,0,0
7650,F,67,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.72,12,4,0,0,0,1
7651,M,37,81,1144.857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16769.731429,0.0,0,0,0,0,0,0
7652,F,20,81,0.0,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
7653,F,32,81,1.155714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.137143,2,12,0,0,0,1
7654,M,59,81,79.708571,0.0,0.0,0.0,888.381429,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7655,F,73,81,0.641429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7656,F,61,81,1393.02,0.0,0.0,917.074286,154.507143,0.0,0.0,0.0,0.0,0.0,4,0,0,1,0,1
7657,F,46,81,5248.205714,441.221429,0.0,0.0,5686.435714,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0
7658,M,48,81,111.524286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0,0,0,0
7659,M,33,81,8120.628571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0,0,0,0,0
7660,M,59,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,0,1
7661,M,38,81,2275.575714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,1
7662,M,74,81,488.602857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0
7663,M,45,81,4720.011429,0.0,0.0,0.0,5550.671429,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7664,F,46,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.03,2,0,0,0,0,0
7665,M,27,81,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7666,M,41,81,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6556.788571,9,4,0,0,0,1
7667,F,36,81,185.657143,0.0,0.0,0.0,0.0,60.474286,165.41,0.0,6112.741429,0.0,6,0,0,0,1,0
7668,M,44,81,8.574286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7669,F,60,81,430.794286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7670,M,42,81,11.822857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7671,M,39,81,0.0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0,0
7672,F,40,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616.132857,9,38,0,2,0,1
7673,M,31,81,0.0,223.805714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.058571,2,13,0,0,0,0
7674,F,40,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.095714,0,0,0,0,0,0
7675,F,64,81,29.657143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7676,M,44,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.064286,0,0,0,0,0,0
7677,M,72,81,0.0,0.0,0.0,25446.295714,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7678,F,49,81,136.741429,0.0,0.0,0.0,0.0,217.24,0.0,12406.042857,0.0,3287.44,13,0,0,0,0,0
7679,M,54,81,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7020.7,0,0,0,0,0,0
7680,M,58,81,0.0,920.521429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0,0,0
7681,M,34,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1458.051429,0,9,0,0,0,1
7682,M,53,81,18.751429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8459.207143,1,3,0,0,0,0
7683,M,35,81,3850.722857,0.0,0.0,0.0,394.44,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7684,M,59,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1570.497143,0,0,0,0,0,0
7685,M,53,81,0.0,0.0,0.0,0.0,0.0,0.0,18.788571,0.0,0.0,5474.598571,0,1,0,0,0,0
7686,F,33,81,0.0,0.0,0.0,549.572857,3983.041429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7687,M,33,81,82.977143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7688,M,34,81,134.157143,0.0,0.0,0.0,4212.941429,0.0,0.0,0.0,0.0,0.0,2,4,0,0,0,0
7689,M,53,81,2558.034286,0.0,0.0,0.0,4351.797143,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7690,M,53,81,5.556667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1725.16,1,10,0,3,0,1
7691,M,75,81,4.122857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7692,F,80,81,486.465714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7693,M,67,81,154.108571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7694,M,56,81,1.891429,57.01,0.0,0.0,178.278571,0.0,0.0,434857.337143,0.0,3684.745714,13,0,0,0,0,1
7695,F,61,81,7736.301429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
7696,M,62,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.2,0,8,0,0,0,1
7697,M,34,81,0.0,123.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0,0,0
7698,F,32,81,132.888571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,0,0
7699,F,64,81,6730.542857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7700,M,54,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.72,1,0,0,1,0,0
7701,F,34,81,0.0,54.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
7702,M,60,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7121.138571,9,0,0,0,0,1
7703,M,49,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536.754286,0,0,0,0,0,0
7704,M,47,81,0.0,17.862857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6198.75,0,4,0,0,0,0
7705,M,36,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.441429,1,1,0,0,0,1
7706,M,38,81,13.045714,0.085714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7707,M,53,81,33.148571,6.482857,0.0,0.0,0.0,184.137143,0.0,0.0,985.474286,1698.851429,13,1,0,0,0,0
7708,M,55,81,0.0,0.0,0.0,0.0,257.847143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7709,M,70,81,484.421429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11,0,0,0,0
7710,F,51,81,0.0,7.322857,0.0,0.0,0.0,75.412857,0.0,0.0,0.0,0.0,9,0,0,0,3,0
7711,M,59,81,0.0,0.0,0.0,0.0,5279.658571,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7712,F,65,81,9.854286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7713,F,30,81,914.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.327143,6,5,0,0,0,0
7714,F,64,81,5544.304286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
7715,F,80,81,0.725714,0.0,0.0,9973.604286,858.911429,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7716,F,45,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0,1,0,0,0,0
7717,F,46,81,0.0,0.0,0.0,0.0,302.634286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7718,M,78,81,2269.981429,0.0,29316.638571,0.0,12885.772857,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
7719,M,44,81,0.0,0.0,0.0,0.0,368.191429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7720,M,51,81,798.105714,0.0,0.0,0.0,0.0,0.0,0.0,10351.462857,0.0,0.0,3,0,0,0,0,0
7721,F,59,81,44.461429,0.0,0.0,0.0,150.645714,0.0,0.0,0.0,7387.112857,0.0,3,0,0,0,0,0
7722,M,47,81,733.872857,0.0,0.0,0.0,453.074286,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7723,F,45,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
7724,M,47,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.107143,2,2,0,0,0,1
7725,M,48,81,58.011429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7726,M,49,81,12.961429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19449.448571,0.0,4,0,0,0,0,0
7727,F,38,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7314.212857,0,2,0,0,0,0
7728,M,42,81,0.0,1429.135714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,4,0
7729,M,57,81,0.0,375.445714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
7730,M,35,81,0.0,23.292857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0,0,0
7731,M,60,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5367.104286,10,8,0,0,0,1
7732,M,49,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1915.09,1,20,0,0,0,0
7733,M,58,81,44.514286,0.0,0.0,6599.755714,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7734,F,41,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.064286,0,0,0,0,0,0
7735,F,55,81,300.217143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7736,M,46,81,7907.157143,945.88,64348.692857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
7737,M,38,81,1415.632857,31616.2,15926.267143,4016.018571,788.882857,0.0,0.0,0.0,21726.28,0.0,6,1,0,0,0,0
7738,M,37,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.554286,0,0,0,0,0,0
7739,M,50,81,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7740,M,62,81,90.617143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7741,F,34,81,0.0,301.442857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,0,0,1
7742,M,43,81,16.727143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4837.454286,5,0,0,0,0,0
7743,M,34,81,2.097143,382.475714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,31,2,0,0,0
7744,F,50,81,7261.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
7745,M,50,81,18859.368571,0.0,0.0,0.0,0.0,0.0,0.0,154.267143,0.0,0.0,6,0,0,0,0,0
7746,F,48,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.067143,6,10,0,0,0,1
7747,M,78,81,0.251429,0.0,23608.595714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7748,M,33,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.588571,1,1,0,0,0,0
7749,M,64,81,104432.428571,0.0,0.0,0.0,450.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7750,F,66,81,6083.391429,0.0,13706.724286,0.0,1458.091429,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0
7751,M,29,81,188.394286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,0,0,0,0
7752,M,36,81,71.968571,0.0,0.0,1442.212857,1901.927143,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
7753,M,63,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6153.548571,0,0,0,0,0,0
7754,M,50,81,31.207143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5063.284286,11,0,0,0,0,0
