,Gender,Age,Tenure,Saving_Amount,Current_Amount,Time_Deposits_Amount,Funds_Amount,Stocks_Amount,Bank_Assurance_Amount,Life_Assurance_Amount,Business_Loan_Amount,Home_Loan_Amount,Consumer_Loan_Amount,Branch_Transactions,ATM_Transactions,Phone_Transactions,Internet_Transactions,Standing_Orders,New_Credit_Card_Flag
894,F,52,134,24916.025714,0.0,45025.11,0.0,0.0,0.0,11.407143,0.0,0.0,4949.795714,5,19,0,0,1,0
895,M,73,131,3488.405714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0,0,0,0,0
896,M,41,119,796.194286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17621.611429,0.0,0,0,0,0,0,0
897,M,71,116,3507.657143,0.0,0.0,0.0,1764.621429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
898,M,60,115,29.304286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0,0,0
899,M,58,105,5749.568571,833.251429,0.0,0.0,0.0,0.0,0.0,0.0,32955.507143,0.0,3,0,0,0,0,0
900,M,38,120,2659.731429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0
901,F,33,137,88.09,0.0,0.0,0.0,0.0,334.245714,472.571429,0.0,18491.35,0.0,4,0,0,0,0,0
902,F,35,138,32.891429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
903,F,36,108,38.995714,0.0,0.0,0.0,11.885714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
904,F,44,145,0.0,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
905,M,62,49,613.697143,0.0,0.0,0.0,15436.532857,0.0,0.0,0.0,0.0,0.0,18,0,0,0,18,0
906,M,39,119,3788.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
907,M,37,148,3074.522857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,0,0,0,0
908,M,46,127,5.814286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
909,M,53,121,15849.908571,0.0,37686.635714,3029.43,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
910,M,52,118,0.0,25.537143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
911,F,28,115,70.807143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
912,M,38,116,12120.694286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,2,0
913,M,43,124,0.0,0.0,0.0,0.0,368.441429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
914,M,47,137,0.0,0.0,0.0,0.0,54.284286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
915,F,34,128,3197.858571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0
916,M,36,149,0.0,19967.114286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
917,F,38,117,168.6275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,2,0
918,M,31,110,9.904286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
919,M,33,115,4.941429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.441429,0,4,0,0,0,0
920,M,35,123,0.0,0.0,0.0,2456.524286,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
921,M,35,105,239.121429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0
922,F,68,121,0.0,520.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0,0,0,0,0
923,F,31,118,3.525714,0.0,0.0,4548.012857,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
924,M,56,113,48.662857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
925,M,22,121,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
926,M,56,119,41.977143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0,0,0
927,M,61,122,1363.397143,0.0,0.0,0.0,0.0,140.854286,0.0,0.0,0.0,0.0,4,13,0,0,7,0
928,M,33,150,508.04,0.0,42857.142857,11594.682857,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0
929,M,45,110,49.451429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
930,M,88,127,2.571429,0.0,0.0,40789.581429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
931,F,59,141,649.398571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,22,0,0,10,0
932,M,60,134,6434.567143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
933,F,64,139,19.873333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
934,M,44,109,0.051429,37.525714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,0,0,0,0
935,M,70,116,2311.378571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,4,0
936,M,56,155,218.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0
937,F,34,142,116.35,0.0,0.0,0.0,139.827143,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
938,M,31,120,593.13,0.0,0.0,0.0,93.71,0.0,0.0,0.0,0.0,0.0,5,1,0,0,0,0
939,M,62,110,51.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
940,F,34,108,182.162857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8442.595714,0,23,6,0,0,1
941,F,46,117,2005.532857,0.0,0.0,0.0,0.0,18.108571,0.0,0.0,3379.888571,0.0,0,0,0,0,0,0
942,F,58,138,2160.084286,0.0,0.0,0.0,0.0,0.0,133.101429,0.0,4040.582857,0.0,12,0,0,0,2,0
943,F,69,107,46349.52,0.0,0.0,0.0,20319.944286,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0
944,M,41,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
945,M,32,106,131.737143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
946,F,65,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,1
947,M,59,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5345.488571,0,0,0,0,0,0
948,M,29,123,1536.974286,0.0,0.0,0.0,0.0,39.32,0.0,0.0,12552.995714,0.0,2,7,0,0,0,0
949,M,46,152,0.632857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.202857,1,0,0,0,0,0
950,M,31,151,423.741429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,0,0,0
951,M,32,115,592.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0
952,F,40,134,104.052857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,0,0,0
953,M,50,131,30.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
954,M,40,145,0.0,752.248571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0
955,F,59,109,363.948571,2051.254286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
956,M,29,131,763.514286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
957,M,54,137,4114.39,0.0,0.0,0.0,5.467143,0.0,0.0,0.0,0.0,5040.332857,7,15,0,0,0,0
958,F,48,140,21.034286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
959,M,39,145,634.497143,428.78,0.0,382.782857,0.0,126.845714,0.0,114856.717143,0.0,0.0,23,17,0,0,3,0
960,M,31,118,146.157143,207.404286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1648.514286,8,0,0,0,0,1
961,M,55,156,44773.591429,148.508571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
962,M,58,111,0.0,245.598571,0.0,0.0,0.0,487.045714,0.0,0.0,0.0,0.0,0,0,0,0,0,0
963,M,49,139,95.197143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,0,0,0
964,F,45,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0,0,1
965,M,30,146,1.082857,0.0,0.0,0.0,0.0,0.0,0.0,13219.745714,0.0,0.0,1,0,0,0,0,0
966,M,34,119,39249.575714,1021.407143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,9,0,0,0
967,M,37,129,20.908571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
968,F,38,116,10.777143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
969,M,43,111,0.0,350.125714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,0,0,0,0
970,M,50,125,183.594286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
971,M,37,105,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
972,M,43,108,1368.411429,0.0,0.0,0.0,751.628571,0.0,0.0,0.0,0.0,195.818571,0,16,0,0,0,1
973,M,35,133,1810.258571,0.0,0.0,0.0,374.184286,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0
974,F,61,119,2025.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.161429,2246.544286,6,0,0,0,0,0
975,M,55,116,318.734286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
976,M,69,133,3815.028571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
977,M,44,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10761.868571,0.0,0.0,0,0,0,0,0,0
978,M,40,49,0.0,2.675714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,1
979,M,44,49,0.0,476.027143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0,0,0
980,M,48,107,4.628571,0.0,0.0,12285.894285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
981,M,29,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.314286,1,0,0,0,0,0
982,F,49,126,51.115714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0
983,M,58,120,1515.992857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,0,0,0,0
984,M,47,112,1065.962857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0,0,0
985,M,74,136,41945.068571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
986,M,38,111,2136.732857,0.0,0.0,2730.528571,0.0,0.0,0.0,0.0,0.0,1954.304286,0,44,0,0,0,0
987,F,50,129,13.584286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
988,M,53,128,6176.617143,0.0,0.0,21849.821429,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
989,M,44,128,1375.914286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
990,M,29,109,0.0,0.0,0.0,0.0,195.582,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
991,F,34,119,565.328571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0
992,M,35,127,3446.525714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
993,F,35,123,638.845714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
994,M,41,113,25208.802857,45.302857,0.0,5951.317143,0.0,0.0,0.0,0.0,0.0,0.0,35,0,0,7,17,1
995,M,39,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7173.574286,0,0,0,0,0,0
996,M,34,116,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
997,M,40,146,0.0,1746.548571,0.0,0.0,215.042857,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
998,F,43,105,335.394286,1842.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,0,0,0,0
999,F,47,120,78.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1000,F,37,119,9.365714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1001,M,45,115,78.691429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1002,F,20,132,51.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1003,F,67,110,0.0,5925.387143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1004,M,65,137,12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5294.6925,3,0,0,0,0,0
1005,M,54,109,0.0,906.691429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
1006,M,55,149,3990.074286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1007,M,49,49,27.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1008,M,70,152,705.815714,0.0,0.0,32493.197143,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
1009,M,46,146,0.0,37729.042857,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,24,0,0,0,0,0
1010,F,48,132,27.942857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1011,M,35,128,4822.807143,1073.937143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0,0,0
1012,M,43,127,0.0,487.587143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1013,M,38,111,7632.904286,0.0,0.0,0.0,61.877143,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1014,M,60,117,11.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1015,F,41,107,11.034286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1016,F,47,134,6.851429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1017,M,38,147,28.718571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1018,M,58,105,2725.878571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1019,F,45,149,0.177143,0.0,0.0,4944.137143,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,1
1020,F,55,104,3606.787143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,3,0,2,0
1021,F,39,140,6436.527143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,0,0,0,0
1022,M,50,110,16.665714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1023,F,41,136,18316.392857,109.502857,0.0,0.0,0.0,945.662857,824.228571,0.0,50534.65,301.207143,14,46,16,0,10,1
1024,M,39,140,107.015714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,0,0,0
1025,M,33,113,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1026,F,58,110,0.0,369.742857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,0,0,0,0
1027,M,34,125,31.234286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1028,M,57,114,1234.221429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1029,M,38,143,0.0,0.0,39421.567143,0.0,1041.512857,0.0,0.0,0.0,31123.015714,0.0,0,0,0,0,0,0
1030,M,35,122,56.257143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.907143,0,0,0,0,0,0
1031,M,31,110,122.751429,1175.521429,0.0,0.0,30481.125714,0.0,0.0,0.0,0.0,0.0,4,7,0,0,0,0
1032,M,40,117,1734.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1033,F,20,131,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1034,F,39,131,48.795714,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
1035,M,43,111,5174.678571,0.0,0.0,0.0,178.278571,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0
1036,M,34,132,4848.554286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1037,M,49,116,62.484286,0.0,0.0,0.0,68.407143,0.0,0.0,0.0,0.0,0.0,0,9,0,0,0,0
1038,F,68,104,12676.398571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
1039,M,52,121,4017.698571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.781429,12,59,0,4,0,1
1040,M,34,130,67.36,0.0,0.0,0.0,476.93,0.0,0.0,0.0,0.0,1326.708571,2,0,0,0,0,0
1041,M,60,117,132.485714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1042,F,42,137,237.352857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,0,0,0,0
1043,F,37,123,891.201429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,0,0
1044,M,46,111,144.774286,0.0,0.0,0.0,4272.351429,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1045,M,42,121,717.691429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1046,M,75,109,18367.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0
1047,M,54,137,1148.365714,0.0,0.0,0.0,368.441429,0.0,0.0,0.0,0.0,356.388571,16,0,0,0,0,0
1048,F,18,131,708.837143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0,0
1049,M,36,121,1084.134286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0
1050,M,38,122,30.967143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,0,0,0
1051,M,32,117,15.264286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.932857,6,0,0,0,0,0
1052,M,38,109,0.0,0.408571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0
1053,M,77,118,1874.458571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,0,0,0,0
1054,F,37,140,21.982857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565.401429,0,0,0,0,0,0
1055,F,37,134,0.0,0.0,0.0,0.0,206.334286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1056,M,64,106,5.052857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1057,M,74,127,51.771429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1058,F,51,106,1134.607143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,0,0
1059,M,39,110,0.0,153.384286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1060,M,38,127,167.417143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1061,F,52,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6164.216,2,42,0,0,0,0
1062,F,35,106,0.0,156.894286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0,0,0
1063,F,53,113,95.845714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1064,M,63,135,180.324286,0.0,0.0,0.0,0.0,0.0,0.0,6764.584286,16258.75,0.0,19,0,0,0,0,0
1065,F,26,132,1787.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.521429,2,0,0,0,0,0
1066,M,37,125,7.912857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.688571,1,1,0,0,0,0
1067,F,52,127,3330.858571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.522857,2,0,0,0,0,0
1068,M,37,119,0.0,863.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,0,0
1069,F,30,111,17.388571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1070,F,50,138,139.601429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0
1071,M,40,114,232.12,0.0,0.0,0.0,1565.545714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1072,M,63,112,284.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1073,M,62,128,155.148571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1074,M,73,115,14.388571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1075,M,52,106,35.878571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1076,M,55,111,0.337143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1077,M,64,134,8492.258571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0
1078,M,59,140,1413.735714,0.0,8473.147143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0
1079,M,37,153,0.0,228.638571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1080,M,47,121,5077.958571,1281.797143,0.0,0.0,350.807143,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0
1081,M,58,136,22.441429,0.0,0.0,0.0,23.771429,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
1082,M,27,116,2557.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,0,4,0
1083,M,63,113,21.005714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1084,F,43,140,0.0,16631.452857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,18,0,2,0,1
1085,M,54,105,87.031429,0.0,14285.714286,5954.765714,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0
1086,F,31,110,32.237143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1643.515714,4,6,0,0,0,0
1087,M,52,116,0.0,5.182857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1088,F,39,127,9.091429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1089,M,52,110,440.165714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1090,M,39,109,10639.962857,0.0,0.0,736.158571,0.0,0.0,0.0,0.0,0.0,0.0,7,22,0,0,0,0
1091,M,47,141,0.0,6959.028571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1092,F,66,139,8.434286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1093,F,62,137,9321.391429,0.0,34398.862857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
1094,M,42,139,93.062857,0.0,0.0,0.0,627.09,0.0,32.205714,0.0,0.0,5836.58,5,0,0,0,0,0
1095,M,42,49,13.997143,0.0,0.0,0.0,0.0,350.777143,0.0,0.0,21418.61,0.0,2,0,0,0,0,0
1096,F,55,108,1128.432857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19,0,0,0,0
1097,F,52,136,3784.087143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0
1098,M,42,124,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1099,M,37,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9596.091429,0.0,0.0,0,0,0,0,0,0
1100,M,59,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2719.594286,0,0,0,0,0,0
1101,M,69,134,123.607143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,1
1102,F,33,107,0.0,1447.331429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
1103,F,46,110,0.002857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1104,M,37,106,1759.022857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,0,0,0
1105,M,44,134,0.0,3.074286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1106,F,47,105,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1107,F,35,128,7.464286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0
1108,F,40,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,1
1109,M,36,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.765714,0,0,0,0,0,0
1110,F,52,111,8475.852857,0.0,17316.128571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
1111,M,64,126,274.237143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0
1112,M,44,138,563.102857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0
1113,F,46,105,5139.027143,0.0,0.0,0.0,47.497143,0.0,0.0,0.0,0.0,0.0,1,5,0,0,0,0
1114,M,54,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23674.197143,0.0,0.0,4,0,0,0,0,0
