Gender,Age,Tenure,Saving_Amount,Current_Amount,Time_Deposits_Amount,Funds_Amount,Stocks_Amount,Bank_Assurance_Amount,Life_Assurance_Amount,Business_Loan_Amount,Home_Loan_Amount,Consumer_Loan_Amount,Branch_Transactions,ATM_Transactions,Phone_Transactions,Internet_Transactions,Standing_Orders,New_Credit_Card_Flag,Set
-0.06654019186590343,-0.11018208732265755,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,-0.24681460310690762,0.0,0.0,-0.28671817346758743,0.45970011153769885,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
0.1282481634713224,0.2947902645361937,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.9785624222471165,-0.2951190014825955,-0.9689214395423975,0.0,0.0,0.010660152671173595,0,train
-0.06654019186590343,-0.11018208732265755,-0.4356977756905589,0.03226466895981739,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,0.45970011153769885,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
-0.06654019186590343,-0.11018208732265755,-0.4356977756905589,-0.39424419826767565,0.1769401269452362,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,0.45970011153769885,-0.6613633964374783,-0.9077068119963643,0.0,0.0,-0.17245645837913415,0,validation
0.1282481634713224,0.2947902645361937,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.37550021496396924,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
-0.06654019186590343,-0.2911488408840719,0.668349085882936,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.37550021496396924,0.40817913879891776,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
-0.06654019186590343,0.2947902645361937,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.37550021496396924,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,test
-0.06654019186590343,0.2947902645361937,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,0.45970011153769885,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
-0.06654019186590343,-0.11018208732265755,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.37550021496396924,-0.14342753448898327,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
0.1282481634713224,-0.2911488408840719,-0.4356977756905589,-0.39424419826767565,0.014015786510569672,0.0,-0.0407356253461173,-0.09395029804202393,0.016601636223811944,0.0,0.0,0.01977853932295437,-0.37550021496396924,0.8018229400285848,0.5178456892433756,0.0,0.0,0.010660152671173595,0,train
